HHS,Year,Quarter,Category,Actual_Revenue,Budgeted_Revenue,Variance,Variance_Pct,FY
Gold Coast,2020,Q1,Medical Imaging (Private),169448.0,173727.0,-4279.0,-2.46,FY2020/21
Gold Coast,2020,Q1,Accommodation Fees,72024.0,66641.0,5383.0,8.08,FY2020/21
Gold Coast,2020,Q1,Equipment Hire,57466.0,53243.0,4223.0,7.93,FY2020/21
Gold Coast,2020,Q1,Research Grants,129113.0,123040.0,6073.0,4.94,FY2020/21
Gold Coast,2020,Q1,Other Commercial,38209.0,39890.0,-1681.0,-4.21,FY2020/21
Gold Coast,2020,Q2,Car Parking,330445.0,311878.0,18567.0,5.95,FY2020/21
Gold Coast,2020,Q2,Cafeteria & Food Services,170674.0,174696.0,-4022.0,-2.3,FY2020/21
Gold Coast,2020,Q2,Private Patient Fees,644882.0,593802.0,51080.0,8.6,FY2020/21
Gold Coast,2020,Q2,Pharmacy Retail,230690.0,248694.0,-18004.0,-7.24,FY2020/21
Gold Coast,2020,Q2,Medical Imaging (Private),147152.0,156651.0,-9499.0,-6.06,FY2020/21
Gold Coast,2020,Q2,Accommodation Fees,69520.0,68989.0,531.0,0.77,FY2020/21
Gold Coast,2020,Q2,Equipment Hire,49600.0,50403.0,-803.0,-1.59,FY2020/21
Gold Coast,2020,Q2,Research Grants,127811.0,125534.0,2277.0,1.81,FY2020/21
Gold Coast,2020,Q2,Other Commercial,35681.0,37104.0,-1422.0,-3.83,FY2020/21
Gold Coast,2020,Q3,Car Parking,327254.0,297930.0,29324.0,9.84,FY2020/21
Gold Coast,2020,Q3,Cafeteria & Food Services,187980.0,186411.0,1570.0,0.84,FY2020/21
Gold Coast,2020,Q3,Private Patient Fees,571106.0,541610.0,29496.0,5.45,FY2020/21
Gold Coast,2020,Q3,Pharmacy Retail,206801.0,222801.0,-15999.0,-7.18,FY2020/21
Gold Coast,2020,Q3,Medical Imaging (Private),151189.0,158740.0,-7551.0,-4.76,FY2020/21
Gold Coast,2020,Q3,Accommodation Fees,62518.0,62219.0,299.0,0.48,FY2020/21
Gold Coast,2020,Q3,Equipment Hire,58038.0,61177.0,-3139.0,-5.13,FY2020/21
Gold Coast,2020,Q3,Research Grants,112713.0,112745.0,-32.0,-0.03,FY2020/21
Gold Coast,2020,Q3,Other Commercial,32396.0,31810.0,586.0,1.84,FY2020/21
Gold Coast,2020,Q4,Car Parking,332409.0,350441.0,-18032.0,-5.15,FY2020/21
Gold Coast,2020,Q4,Cafeteria & Food Services,161748.0,175407.0,-13659.0,-7.79,FY2020/21
Gold Coast,2020,Q4,Private Patient Fees,619095.0,604227.0,14868.0,2.46,FY2020/21
Gold Coast,2020,Q4,Pharmacy Retail,207744.0,212110.0,-4366.0,-2.06,FY2020/21
Gold Coast,2020,Q4,Medical Imaging (Private),157975.0,157545.0,430.0,0.27,FY2020/21
Gold Coast,2020,Q4,Accommodation Fees,69298.0,64813.0,4485.0,6.92,FY2020/21
Gold Coast,2020,Q4,Equipment Hire,55808.0,56274.0,-466.0,-0.83,FY2020/21
Gold Coast,2020,Q4,Research Grants,110403.0,116280.0,-5877.0,-5.05,FY2020/21
Gold Coast,2020,Q4,Other Commercial,38200.0,41617.0,-3417.0,-8.21,FY2020/21
Gold Coast,2021,Q1,Car Parking,364282.0,337727.0,26555.0,7.86,FY2021/22
Gold Coast,2021,Q1,Cafeteria & Food Services,209870.0,193610.0,16260.0,8.4,FY2021/22
Gold Coast,2021,Q1,Private Patient Fees,807487.0,756386.0,51101.0,6.76,FY2021/22
Gold Coast,2021,Q1,Pharmacy Retail,235859.0,231455.0,4404.0,1.9,FY2021/22
Gold Coast,2021,Q1,Medical Imaging (Private),182779.0,193551.0,-10772.0,-5.57,FY2021/22
Gold Coast,2021,Q1,Accommodation Fees,82703.0,77257.0,5446.0,7.05,FY2021/22
Gold Coast,2021,Q1,Equipment Hire,59182.0,59290.0,-108.0,-0.18,FY2021/22
Gold Coast,2021,Q1,Research Grants,133888.0,136877.0,-2990.0,-2.18,FY2021/22
Gold Coast,2021,Q1,Other Commercial,42449.0,44272.0,-1823.0,-4.12,FY2021/22
Gold Coast,2021,Q2,Car Parking,415614.0,449882.0,-34268.0,-7.62,FY2021/22
Gold Coast,2021,Q2,Cafeteria & Food Services,231317.0,219506.0,11810.0,5.38,FY2021/22
Gold Coast,2021,Q2,Private Patient Fees,666649.0,640287.0,26362.0,4.12,FY2021/22
Gold Coast,2021,Q2,Pharmacy Retail,274512.0,300428.0,-25917.0,-8.63,FY2021/22
Gold Coast,2021,Q2,Medical Imaging (Private),204270.0,188337.0,15932.0,8.46,FY2021/22
Gold Coast,2021,Q2,Accommodation Fees,92554.0,91135.0,1419.0,1.56,FY2021/22
Gold Coast,2021,Q2,Equipment Hire,55302.0,54665.0,637.0,1.17,FY2021/22
Gold Coast,2021,Q2,Research Grants,130329.0,131472.0,-1144.0,-0.87,FY2021/22
Gold Coast,2021,Q2,Other Commercial,40170.0,39957.0,213.0,0.53,FY2021/22
Gold Coast,2021,Q3,Car Parking,386320.0,414815.0,-28495.0,-6.87,FY2021/22
Gold Coast,2021,Q3,Cafeteria & Food Services,217066.0,214203.0,2863.0,1.34,FY2021/22
Gold Coast,2021,Q3,Private Patient Fees,787380.0,851249.0,-63869.0,-7.5,FY2021/22
Gold Coast,2021,Q3,Pharmacy Retail,227855.0,229310.0,-1455.0,-0.63,FY2021/22
Gold Coast,2021,Q3,Medical Imaging (Private),178327.0,162173.0,16154.0,9.96,FY2021/22
Gold Coast,2021,Q3,Accommodation Fees,86960.0,93269.0,-6309.0,-6.76,FY2021/22
Gold Coast,2021,Q3,Equipment Hire,57613.0,61213.0,-3600.0,-5.88,FY2021/22
Gold Coast,2021,Q3,Research Grants,158668.0,171817.0,-13149.0,-7.65,FY2021/22
Gold Coast,2021,Q3,Other Commercial,39435.0,42621.0,-3186.0,-7.48,FY2021/22
Gold Coast,2021,Q4,Car Parking,359917.0,363685.0,-3767.0,-1.04,FY2021/22
Gold Coast,2021,Q4,Cafeteria & Food Services,186406.0,169402.0,17005.0,10.04,FY2021/22
Gold Coast,2021,Q4,Private Patient Fees,769994.0,761444.0,8550.0,1.12,FY2021/22
Gold Coast,2021,Q4,Pharmacy Retail,236071.0,221454.0,14617.0,6.6,FY2021/22
Gold Coast,2021,Q4,Medical Imaging (Private),195723.0,176166.0,19557.0,11.1,FY2021/22
Gold Coast,2021,Q4,Accommodation Fees,89715.0,82165.0,7550.0,9.19,FY2021/22
Gold Coast,2021,Q4,Equipment Hire,58043.0,56722.0,1321.0,2.33,FY2021/22
Gold Coast,2021,Q4,Research Grants,145732.0,141505.0,4226.0,2.99,FY2021/22
Gold Coast,2021,Q4,Other Commercial,39991.0,43702.0,-3711.0,-8.49,FY2021/22
Gold Coast,2022,Q1,Car Parking,454421.0,411109.0,43312.0,10.54,FY2022/23
Gold Coast,2022,Q1,Cafeteria & Food Services,240068.0,258074.0,-18006.0,-6.98,FY2022/23
Gold Coast,2022,Q1,Private Patient Fees,813840.0,747847.0,65993.0,8.82,FY2022/23
Gold Coast,2022,Q1,Pharmacy Retail,311161.0,317759.0,-6597.0,-2.08,FY2022/23
Gold Coast,2022,Q1,Medical Imaging (Private),223452.0,203501.0,19951.0,9.8,FY2022/23
Gold Coast,2022,Q1,Accommodation Fees,89238.0,91425.0,-2187.0,-2.39,FY2022/23
Gold Coast,2022,Q1,Equipment Hire,68112.0,68167.0,-55.0,-0.08,FY2022/23
Gold Coast,2022,Q1,Research Grants,172753.0,165273.0,7480.0,4.53,FY2022/23
Gold Coast,2022,Q1,Other Commercial,54087.0,57792.0,-3705.0,-6.41,FY2022/23
Gold Coast,2022,Q2,Car Parking,462943.0,423870.0,39073.0,9.22,FY2022/23
Gold Coast,2022,Q2,Cafeteria & Food Services,221080.0,220761.0,319.0,0.14,FY2022/23
Gold Coast,2022,Q2,Private Patient Fees,784974.0,860059.0,-75085.0,-8.73,FY2022/23
Gold Coast,2022,Q2,Pharmacy Retail,268980.0,268306.0,674.0,0.25,FY2022/23
Gold Coast,2022,Q2,Medical Imaging (Private),212578.0,218504.0,-5926.0,-2.71,FY2022/23
Gold Coast,2022,Q2,Accommodation Fees,88969.0,87729.0,1240.0,1.41,FY2022/23
Gold Coast,2022,Q2,Equipment Hire,69287.0,74661.0,-5373.0,-7.2,FY2022/23
Gold Coast,2022,Q2,Research Grants,152067.0,164650.0,-12583.0,-7.64,FY2022/23
Gold Coast,2022,Q2,Other Commercial,52735.0,50600.0,2135.0,4.22,FY2022/23
Gold Coast,2022,Q3,Car Parking,470002.0,425935.0,44066.0,10.35,FY2022/23
Gold Coast,2022,Q3,Cafeteria & Food Services,271518.0,272962.0,-1444.0,-0.53,FY2022/23
Gold Coast,2022,Q3,Private Patient Fees,814214.0,791837.0,22377.0,2.83,FY2022/23
Gold Coast,2022,Q3,Pharmacy Retail,262502.0,288194.0,-25691.0,-8.91,FY2022/23
Gold Coast,2022,Q3,Medical Imaging (Private),195447.0,201502.0,-6055.0,-3.01,FY2022/23
Gold Coast,2022,Q3,Accommodation Fees,96322.0,104970.0,-8648.0,-8.24,FY2022/23
Gold Coast,2022,Q3,Equipment Hire,68783.0,69224.0,-441.0,-0.64,FY2022/23
Gold Coast,2022,Q3,Research Grants,170188.0,177093.0,-6905.0,-3.9,FY2022/23
Gold Coast,2022,Q3,Other Commercial,43769.0,41089.0,2681.0,6.52,FY2022/23
Gold Coast,2022,Q4,Car Parking,409381.0,428880.0,-19499.0,-4.55,FY2022/23
Gold Coast,2022,Q4,Cafeteria & Food Services,225944.0,229265.0,-3321.0,-1.45,FY2022/23
Gold Coast,2022,Q4,Private Patient Fees,796158.0,853740.0,-57582.0,-6.74,FY2022/23
Gold Coast,2022,Q4,Pharmacy Retail,324086.0,325284.0,-1199.0,-0.37,FY2022/23
Gold Coast,2022,Q4,Medical Imaging (Private),211955.0,200681.0,11274.0,5.62,FY2022/23
Gold Coast,2022,Q4,Accommodation Fees,87111.0,83078.0,4033.0,4.85,FY2022/23
Gold Coast,2022,Q4,Equipment Hire,75959.0,76470.0,-511.0,-0.67,FY2022/23
Gold Coast,2022,Q4,Research Grants,189126.0,185203.0,3923.0,2.12,FY2022/23
Gold Coast,2022,Q4,Other Commercial,51104.0,50995.0,109.0,0.21,FY2022/23
Gold Coast,2023,Q1,Car Parking,452947.0,431910.0,21037.0,4.87,FY2023/24
Gold Coast,2023,Q1,Cafeteria & Food Services,248168.0,246717.0,1450.0,0.59,FY2023/24
Gold Coast,2023,Q1,Private Patient Fees,921628.0,1002849.0,-81221.0,-8.1,FY2023/24
Gold Coast,2023,Q1,Pharmacy Retail,288724.0,262288.0,26436.0,10.08,FY2023/24
Gold Coast,2023,Q1,Medical Imaging (Private),225591.0,227597.0,-2006.0,-0.88,FY2023/24
Gold Coast,2023,Q1,Accommodation Fees,92367.0,97178.0,-4812.0,-4.95,FY2023/24
Gold Coast,2023,Q1,Equipment Hire,84023.0,91515.0,-7491.0,-8.19,FY2023/24
Gold Coast,2023,Q1,Research Grants,162850.0,175075.0,-12226.0,-6.98,FY2023/24
Gold Coast,2023,Q1,Other Commercial,52639.0,52153.0,486.0,0.93,FY2023/24
Gold Coast,2023,Q2,Car Parking,455985.0,487868.0,-31883.0,-6.54,FY2023/24
Gold Coast,2023,Q2,Cafeteria & Food Services,249684.0,243352.0,6332.0,2.6,FY2023/24
Gold Coast,2023,Q2,Private Patient Fees,876657.0,890531.0,-13874.0,-1.56,FY2023/24
Gold Coast,2023,Q2,Pharmacy Retail,278591.0,300929.0,-22338.0,-7.42,FY2023/24
Gold Coast,2023,Q2,Medical Imaging (Private),235231.0,241501.0,-6270.0,-2.6,FY2023/24
Gold Coast,2023,Q2,Accommodation Fees,90706.0,92596.0,-1890.0,-2.04,FY2023/24
Gold Coast,2023,Q2,Equipment Hire,68417.0,62652.0,5765.0,9.2,FY2023/24
Gold Coast,2023,Q2,Research Grants,176767.0,173330.0,3437.0,1.98,FY2023/24
Gold Coast,2023,Q2,Other Commercial,51245.0,47035.0,4210.0,8.95,FY2023/24
Gold Coast,2023,Q3,Car Parking,444104.0,415218.0,28886.0,6.96,FY2023/24
Gold Coast,2023,Q3,Cafeteria & Food Services,280209.0,283636.0,-3427.0,-1.21,FY2023/24
Gold Coast,2023,Q3,Private Patient Fees,917580.0,885542.0,32039.0,3.62,FY2023/24
Gold Coast,2023,Q3,Pharmacy Retail,271774.0,297640.0,-25866.0,-8.69,FY2023/24
Gold Coast,2023,Q3,Medical Imaging (Private),214209.0,210945.0,3264.0,1.55,FY2023/24
Gold Coast,2023,Q3,Accommodation Fees,103961.0,94079.0,9883.0,10.5,FY2023/24
Gold Coast,2023,Q3,Equipment Hire,80868.0,81460.0,-592.0,-0.73,FY2023/24
Gold Coast,2023,Q3,Research Grants,166268.0,151690.0,14578.0,9.61,FY2023/24
Gold Coast,2023,Q3,Other Commercial,46112.0,49755.0,-3643.0,-7.32,FY2023/24
Gold Coast,2023,Q4,Car Parking,471745.0,448149.0,23597.0,5.27,FY2023/24
Gold Coast,2023,Q4,Cafeteria & Food Services,224724.0,233291.0,-8567.0,-3.67,FY2023/24
Gold Coast,2023,Q4,Private Patient Fees,893339.0,876280.0,17059.0,1.95,FY2023/24
Gold Coast,2023,Q4,Pharmacy Retail,291201.0,274709.0,16493.0,6.0,FY2023/24
Gold Coast,2023,Q4,Medical Imaging (Private),234983.0,257103.0,-22120.0,-8.6,FY2023/24
Gold Coast,2023,Q4,Accommodation Fees,92542.0,94339.0,-1797.0,-1.91,FY2023/24
Gold Coast,2023,Q4,Equipment Hire,73895.0,73107.0,788.0,1.08,FY2023/24
Gold Coast,2023,Q4,Research Grants,165254.0,176000.0,-10746.0,-6.11,FY2023/24
Gold Coast,2023,Q4,Other Commercial,49998.0,50432.0,-434.0,-0.86,FY2023/24
Gold Coast,2024,Q1,Car Parking,441953.0,413828.0,28125.0,6.8,FY2024/25
Gold Coast,2024,Q1,Cafeteria & Food Services,231999.0,241934.0,-9935.0,-4.11,FY2024/25
Gold Coast,2024,Q1,Private Patient Fees,835870.0,867646.0,-31776.0,-3.66,FY2024/25
Gold Coast,2024,Q1,Pharmacy Retail,300987.0,295917.0,5070.0,1.71,FY2024/25
Gold Coast,2024,Q1,Medical Imaging (Private),230125.0,224036.0,6089.0,2.72,FY2024/25
Gold Coast,2024,Q1,Accommodation Fees,93163.0,89616.0,3547.0,3.96,FY2024/25
Gold Coast,2024,Q1,Equipment Hire,80317.0,82980.0,-2663.0,-3.21,FY2024/25
Gold Coast,2024,Q1,Research Grants,171068.0,169703.0,1365.0,0.8,FY2024/25
Gold Coast,2024,Q1,Other Commercial,47730.0,44965.0,2765.0,6.15,FY2024/25
Gold Coast,2024,Q2,Car Parking,410603.0,443184.0,-32581.0,-7.35,FY2024/25
Gold Coast,2024,Q2,Cafeteria & Food Services,239715.0,226652.0,13063.0,5.76,FY2024/25
Gold Coast,2024,Q2,Private Patient Fees,853909.0,790277.0,63632.0,8.05,FY2024/25
Gold Coast,2024,Q2,Pharmacy Retail,319452.0,292307.0,27144.0,9.29,FY2024/25
Gold Coast,2024,Q2,Medical Imaging (Private),211486.0,217609.0,-6123.0,-2.81,FY2024/25
Gold Coast,2024,Q2,Accommodation Fees,99075.0,103195.0,-4120.0,-3.99,FY2024/25
Gold Coast,2024,Q2,Equipment Hire,78345.0,74522.0,3823.0,5.13,FY2024/25
Gold Coast,2024,Q2,Research Grants,186847.0,172508.0,14340.0,8.31,FY2024/25
Gold Coast,2024,Q2,Other Commercial,51970.0,51317.0,653.0,1.27,FY2024/25
Gold Coast,2024,Q3,Car Parking,437848.0,446956.0,-9108.0,-2.04,FY2024/25
Gold Coast,2024,Q3,Cafeteria & Food Services,280557.0,308552.0,-27994.0,-9.07,FY2024/25
Gold Coast,2024,Q3,Private Patient Fees,924918.0,907290.0,17628.0,1.94,FY2024/25
Gold Coast,2024,Q3,Pharmacy Retail,288733.0,274707.0,14027.0,5.11,FY2024/25
Gold Coast,2024,Q3,Medical Imaging (Private),230697.0,224573.0,6124.0,2.73,FY2024/25
Gold Coast,2024,Q3,Accommodation Fees,113273.0,110290.0,2984.0,2.71,FY2024/25
Gold Coast,2024,Q3,Equipment Hire,74933.0,73187.0,1745.0,2.38,FY2024/25
Gold Coast,2024,Q3,Research Grants,194888.0,200765.0,-5877.0,-2.93,FY2024/25
Gold Coast,2024,Q3,Other Commercial,52932.0,51176.0,1756.0,3.43,FY2024/25
Gold Coast,2024,Q4,Car Parking,499057.0,452981.0,46077.0,10.17,FY2024/25
Gold Coast,2024,Q4,Cafeteria & Food Services,280524.0,281239.0,-715.0,-0.25,FY2024/25
Gold Coast,2024,Q4,Private Patient Fees,879583.0,879085.0,498.0,0.06,FY2024/25
Gold Coast,2024,Q4,Pharmacy Retail,321540.0,290207.0,31333.0,10.8,FY2024/25
Gold Coast,2024,Q4,Medical Imaging (Private),252514.0,249824.0,2690.0,1.08,FY2024/25
Gold Coast,2024,Q4,Accommodation Fees,99157.0,91983.0,7174.0,7.8,FY2024/25
Gold Coast,2024,Q4,Equipment Hire,76157.0,76101.0,56.0,0.07,FY2024/25
Gold Coast,2024,Q4,Research Grants,176150.0,182444.0,-6294.0,-3.45,FY2024/25
Gold Coast,2024,Q4,Other Commercial,50542.0,55206.0,-4664.0,-8.45,FY2024/25
Sunshine Coast,2019,Q1,Car Parking,309605.0,328645.0,-19039.0,-5.79,FY2019/20
Sunshine Coast,2019,Q1,Cafeteria & Food Services,152249.0,149122.0,3127.0,2.1,FY2019/20
Sunshine Coast,2019,Q1,Private Patient Fees,564976.0,572827.0,-7851.0,-1.37,FY2019/20
Sunshine Coast,2019,Q1,Pharmacy Retail,219072.0,200597.0,18475.0,9.21,FY2019/20
Sunshine Coast,2019,Q1,Medical Imaging (Private),135690.0,145196.0,-9507.0,-6.55,FY2019/20
Sunshine Coast,2019,Q1,Accommodation Fees,62569.0,64681.0,-2112.0,-3.26,FY2019/20
Sunshine Coast,2019,Q1,Equipment Hire,50919.0,54309.0,-3390.0,-6.24,FY2019/20
Sunshine Coast,2019,Q1,Research Grants,107019.0,99094.0,7924.0,8.0,FY2019/20
Sunshine Coast,2019,Q1,Other Commercial,34058.0,37099.0,-3041.0,-8.2,FY2019/20
Sunshine Coast,2019,Q2,Car Parking,296231.0,285978.0,10253.0,3.59,FY2019/20
Sunshine Coast,2019,Q2,Cafeteria & Food Services,172302.0,187135.0,-14833.0,-7.93,FY2019/20
Sunshine Coast,2019,Q2,Private Patient Fees,635547.0,698528.0,-62981.0,-9.02,FY2019/20
Sunshine Coast,2019,Q2,Pharmacy Retail,178500.0,164679.0,13821.0,8.39,FY2019/20
Sunshine Coast,2019,Q2,Medical Imaging (Private),155172.0,165121.0,-9949.0,-6.03,FY2019/20
Sunshine Coast,2019,Q2,Accommodation Fees,63736.0,60412.0,3324.0,5.5,FY2019/20
Sunshine Coast,2019,Q2,Equipment Hire,53871.0,49092.0,4780.0,9.74,FY2019/20
Sunshine Coast,2019,Q2,Research Grants,113913.0,114046.0,-132.0,-0.12,FY2019/20
Sunshine Coast,2019,Q2,Other Commercial,34087.0,35645.0,-1559.0,-4.37,FY2019/20
Sunshine Coast,2019,Q3,Car Parking,291865.0,298443.0,-6578.0,-2.2,FY2019/20
Sunshine Coast,2019,Q3,Cafeteria & Food Services,171442.0,173075.0,-1633.0,-0.94,FY2019/20
Sunshine Coast,2019,Q3,Private Patient Fees,607825.0,578582.0,29243.0,5.05,FY2019/20
Sunshine Coast,2019,Q3,Pharmacy Retail,181504.0,167683.0,13821.0,8.24,FY2019/20
Sunshine Coast,2019,Q3,Medical Imaging (Private),141206.0,141211.0,-6.0,-0.0,FY2019/20
Sunshine Coast,2019,Q3,Accommodation Fees,72691.0,75617.0,-2926.0,-3.87,FY2019/20
Sunshine Coast,2019,Q3,Equipment Hire,53896.0,52290.0,1606.0,3.07,FY2019/20
Sunshine Coast,2019,Q3,Research Grants,114909.0,112466.0,2443.0,2.17,FY2019/20
Sunshine Coast,2019,Q3,Other Commercial,31115.0,28385.0,2731.0,9.62,FY2019/20
Sunshine Coast,2019,Q4,Car Parking,308998.0,339232.0,-30233.0,-8.91,FY2019/20
Sunshine Coast,2019,Q4,Cafeteria & Food Services,154567.0,140553.0,14013.0,9.97,FY2019/20
Sunshine Coast,2019,Q4,Private Patient Fees,627448.0,596400.0,31048.0,5.21,FY2019/20
Sunshine Coast,2019,Q4,Pharmacy Retail,217549.0,226423.0,-8873.0,-3.92,FY2019/20
Sunshine Coast,2019,Q4,Medical Imaging (Private),167373.0,164324.0,3049.0,1.86,FY2019/20
Sunshine Coast,2019,Q4,Accommodation Fees,69812.0,69322.0,491.0,0.71,FY2019/20
Sunshine Coast,2019,Q4,Equipment Hire,51980.0,51456.0,524.0,1.02,FY2019/20
Sunshine Coast,2019,Q4,Research Grants,108812.0,108984.0,-172.0,-0.16,FY2019/20
Sunshine Coast,2019,Q4,Other Commercial,33831.0,35932.0,-2102.0,-5.85,FY2019/20
Sunshine Coast,2020,Q1,Car Parking,246808.0,254893.0,-8085.0,-3.17,FY2020/21
Sunshine Coast,2020,Q1,Cafeteria & Food Services,117738.0,122933.0,-5195.0,-4.23,FY2020/21
Sunshine Coast,2020,Q1,Private Patient Fees,454263.0,490068.0,-35805.0,-7.31,FY2020/21
Sunshine Coast,2020,Q1,Pharmacy Retail,171429.0,156178.0,15252.0,9.77,FY2020/21
Sunshine Coast,2020,Q1,Medical Imaging (Private),125790.0,114160.0,11631.0,10.19,FY2020/21
Sunshine Coast,2020,Q1,Accommodation Fees,50257.0,50682.0,-425.0,-0.84,FY2020/21
Sunshine Coast,2020,Q1,Equipment Hire,35646.0,37402.0,-1756.0,-4.69,FY2020/21
Sunshine Coast,2020,Q1,Research Grants,80127.0,74816.0,5311.0,7.1,FY2020/21
Sunshine Coast,2020,Q1,Other Commercial,26459.0,27594.0,-1135.0,-4.11,FY2020/21
Sunshine Coast,2020,Q2,Car Parking,256963.0,267524.0,-10561.0,-3.95,FY2020/21
Sunshine Coast,2020,Q2,Cafeteria & Food Services,135130.0,132275.0,2856.0,2.16,FY2020/21
Sunshine Coast,2020,Q2,Private Patient Fees,399862.0,369486.0,30377.0,8.22,FY2020/21
Sunshine Coast,2020,Q2,Pharmacy Retail,157028.0,162528.0,-5500.0,-3.38,FY2020/21
Sunshine Coast,2020,Q2,Medical Imaging (Private),114488.0,119770.0,-5282.0,-4.41,FY2020/21
Sunshine Coast,2020,Q2,Accommodation Fees,52184.0,47740.0,4444.0,9.31,FY2020/21
Sunshine Coast,2020,Q2,Equipment Hire,36056.0,38508.0,-2452.0,-6.37,FY2020/21
Sunshine Coast,2020,Q2,Research Grants,95750.0,103309.0,-7560.0,-7.32,FY2020/21
Sunshine Coast,2020,Q2,Other Commercial,23574.0,25885.0,-2311.0,-8.93,FY2020/21
Sunshine Coast,2020,Q3,Car Parking,217312.0,196093.0,21219.0,10.82,FY2020/21
Sunshine Coast,2020,Q3,Cafeteria & Food Services,145273.0,138913.0,6361.0,4.58,FY2020/21
Sunshine Coast,2020,Q3,Private Patient Fees,472547.0,441990.0,30557.0,6.91,FY2020/21
Sunshine Coast,2020,Q3,Pharmacy Retail,158735.0,171562.0,-12827.0,-7.48,FY2020/21
Sunshine Coast,2020,Q3,Medical Imaging (Private),111761.0,115567.0,-3806.0,-3.29,FY2020/21
Sunshine Coast,2020,Q3,Accommodation Fees,48024.0,49222.0,-1199.0,-2.44,FY2020/21
Sunshine Coast,2020,Q3,Equipment Hire,37406.0,35245.0,2160.0,6.13,FY2020/21
Sunshine Coast,2020,Q3,Research Grants,86773.0,81199.0,5574.0,6.86,FY2020/21
Sunshine Coast,2020,Q3,Other Commercial,28460.0,27875.0,585.0,2.1,FY2020/21
Sunshine Coast,2020,Q4,Car Parking,219323.0,217060.0,2263.0,1.04,FY2020/21
Sunshine Coast,2020,Q4,Cafeteria & Food Services,124190.0,130261.0,-6071.0,-4.66,FY2020/21
Sunshine Coast,2020,Q4,Private Patient Fees,505600.0,499334.0,6266.0,1.25,FY2020/21
Sunshine Coast,2020,Q4,Pharmacy Retail,169230.0,171459.0,-2229.0,-1.3,FY2020/21
Sunshine Coast,2020,Q4,Medical Imaging (Private),107193.0,111280.0,-4087.0,-3.67,FY2020/21
Sunshine Coast,2020,Q4,Accommodation Fees,52079.0,53648.0,-1569.0,-2.92,FY2020/21
Sunshine Coast,2020,Q4,Equipment Hire,42575.0,42068.0,507.0,1.21,FY2020/21
Sunshine Coast,2020,Q4,Research Grants,99593.0,104586.0,-4993.0,-4.77,FY2020/21
Sunshine Coast,2020,Q4,Other Commercial,25885.0,26419.0,-534.0,-2.02,FY2020/21
Sunshine Coast,2021,Q1,Car Parking,270271.0,296411.0,-26140.0,-8.82,FY2021/22
Sunshine Coast,2021,Q1,Cafeteria & Food Services,163005.0,148134.0,14871.0,10.04,FY2021/22
Sunshine Coast,2021,Q1,Private Patient Fees,525663.0,538628.0,-12964.0,-2.41,FY2021/22
Sunshine Coast,2021,Q1,Pharmacy Retail,168029.0,152028.0,16000.0,10.52,FY2021/22
Sunshine Coast,2021,Q1,Medical Imaging (Private),139348.0,134685.0,4663.0,3.46,FY2021/22
Sunshine Coast,2021,Q1,Accommodation Fees,61756.0,58825.0,2931.0,4.98,FY2021/22
Sunshine Coast,2021,Q1,Equipment Hire,43230.0,44865.0,-1635.0,-3.64,FY2021/22
Sunshine Coast,2021,Q1,Research Grants,110081.0,103479.0,6601.0,6.38,FY2021/22
Sunshine Coast,2021,Q1,Other Commercial,29985.0,30536.0,-551.0,-1.8,FY2021/22
Sunshine Coast,2021,Q2,Car Parking,253119.0,235272.0,17847.0,7.59,FY2021/22
Sunshine Coast,2021,Q2,Cafeteria & Food Services,140660.0,149446.0,-8786.0,-5.88,FY2021/22
Sunshine Coast,2021,Q2,Private Patient Fees,581713.0,611184.0,-29471.0,-4.82,FY2021/22
Sunshine Coast,2021,Q2,Pharmacy Retail,197816.0,204517.0,-6701.0,-3.28,FY2021/22
Sunshine Coast,2021,Q2,Medical Imaging (Private),140261.0,144252.0,-3991.0,-2.77,FY2021/22
Sunshine Coast,2021,Q2,Accommodation Fees,55739.0,57093.0,-1354.0,-2.37,FY2021/22
Sunshine Coast,2021,Q2,Equipment Hire,50148.0,50152.0,-4.0,-0.01,FY2021/22
Sunshine Coast,2021,Q2,Research Grants,105946.0,101230.0,4716.0,4.66,FY2021/22
Sunshine Coast,2021,Q2,Other Commercial,32416.0,33666.0,-1250.0,-3.71,FY2021/22
Sunshine Coast,2021,Q3,Car Parking,307193.0,297506.0,9687.0,3.26,FY2021/22
Sunshine Coast,2021,Q3,Cafeteria & Food Services,166857.0,168904.0,-2048.0,-1.21,FY2021/22
Sunshine Coast,2021,Q3,Private Patient Fees,598882.0,602213.0,-3331.0,-0.55,FY2021/22
Sunshine Coast,2021,Q3,Pharmacy Retail,188848.0,191790.0,-2941.0,-1.53,FY2021/22
Sunshine Coast,2021,Q3,Medical Imaging (Private),149479.0,163371.0,-13892.0,-8.5,FY2021/22
Sunshine Coast,2021,Q3,Accommodation Fees,56269.0,51243.0,5026.0,9.81,FY2021/22
Sunshine Coast,2021,Q3,Equipment Hire,51950.0,52260.0,-310.0,-0.59,FY2021/22
Sunshine Coast,2021,Q3,Research Grants,112722.0,112326.0,396.0,0.35,FY2021/22
Sunshine Coast,2021,Q3,Other Commercial,28286.0,29802.0,-1517.0,-5.09,FY2021/22
Sunshine Coast,2021,Q4,Car Parking,298816.0,287562.0,11253.0,3.91,FY2021/22
Sunshine Coast,2021,Q4,Cafeteria & Food Services,149423.0,159519.0,-10096.0,-6.33,FY2021/22
