HHS,Year,Quarter,Care_Type,NWA_Units,NWA_Price,ABF_Funded_Amt,Actual_Cost,Variance,Variance_Pct,FY
Metro South,2024,Q3,Admitted Acute,44648.8,5678,253515776.0,246673434.0,6842342.0,2.7,FY2024/25
Metro South,2024,Q3,Admitted Subacute,10268.9,5678,58306939.0,61903449.0,-3596511.0,-6.17,FY2024/25
Metro South,2024,Q3,Emergency Department,25894.2,5678,147027489.0,141399698.0,5627791.0,3.83,FY2024/25
Metro South,2024,Q3,Outpatient,18344.5,5678,104159991.0,103948734.0,211257.0,0.2,FY2024/25
Metro South,2024,Q3,Mental Health,7385.4,5678,41934190.0,41598146.0,336044.0,0.8,FY2024/25
Metro South,2024,Q3,Maternity,4672.7,5678,26531538.0,26330505.0,201033.0,0.76,FY2024/25
Metro South,2024,Q4,Admitted Acute,42274.1,5678,240032266.0,259018268.0,-18986001.0,-7.91,FY2024/25
Metro South,2024,Q4,Admitted Subacute,9792.5,5678,55601753.0,60163365.0,-4561612.0,-8.2,FY2024/25
Metro South,2024,Q4,Emergency Department,22453.1,5678,127488865.0,131681604.0,-4192739.0,-3.29,FY2024/25
Metro South,2024,Q4,Outpatient,18270.4,5678,103739532.0,99657490.0,4082042.0,3.93,FY2024/25
Metro South,2024,Q4,Mental Health,8177.4,5678,46431467.0,45209006.0,1222461.0,2.63,FY2024/25
Metro South,2024,Q4,Maternity,4410.3,5678,25041452.0,25539433.0,-497981.0,-1.99,FY2024/25
Gold Coast,2019,Q1,Admitted Acute,27316.1,5012,136908284.0,151005958.0,-14097674.0,-10.3,FY2019/20
Gold Coast,2019,Q1,Admitted Subacute,5818.0,5012,29159806.0,30992332.0,-1832526.0,-6.28,FY2019/20
Gold Coast,2019,Q1,Emergency Department,16541.8,5012,82907521.0,86657311.0,-3749790.0,-4.52,FY2019/20
Gold Coast,2019,Q1,Outpatient,13480.6,5012,67564938.0,64786927.0,2778011.0,4.11,FY2019/20
Gold Coast,2019,Q1,Mental Health,4836.3,5012,24239706.0,24099766.0,139940.0,0.58,FY2019/20
Gold Coast,2019,Q1,Maternity,2903.4,5012,14551880.0,16251838.0,-1699958.0,-11.68,FY2019/20
Gold Coast,2019,Q2,Admitted Acute,26909.3,5012,134869184.0,143124484.0,-8255300.0,-6.12,FY2019/20
Gold Coast,2019,Q2,Admitted Subacute,5995.7,5012,30050360.0,31435866.0,-1385506.0,-4.61,FY2019/20
Gold Coast,2019,Q2,Emergency Department,15311.1,5012,76739382.0,85582898.0,-8843516.0,-11.52,FY2019/20
Gold Coast,2019,Q2,Outpatient,12818.8,5012,64247780.0,64852743.0,-604962.0,-0.94,FY2019/20
Gold Coast,2019,Q2,Mental Health,4597.5,5012,23042425.0,22482770.0,559655.0,2.43,FY2019/20
Gold Coast,2019,Q2,Maternity,2676.9,5012,13416833.0,13318412.0,98421.0,0.73,FY2019/20
Gold Coast,2019,Q3,Admitted Acute,29570.8,5012,148208649.0,154938488.0,-6729840.0,-4.54,FY2019/20
Gold Coast,2019,Q3,Admitted Subacute,6323.6,5012,31693773.0,30727452.0,966321.0,3.05,FY2019/20
Gold Coast,2019,Q3,Emergency Department,16287.4,5012,81632370.0,87581609.0,-5949239.0,-7.29,FY2019/20
Gold Coast,2019,Q3,Outpatient,11728.4,5012,58782838.0,62917151.0,-4134313.0,-7.03,FY2019/20
Gold Coast,2019,Q3,Mental Health,4934.1,5012,24729879.0,23836965.0,892914.0,3.61,FY2019/20
Gold Coast,2019,Q3,Maternity,2781.3,5012,13939969.0,14391602.0,-451632.0,-3.24,FY2019/20
Gold Coast,2019,Q4,Admitted Acute,26502.7,5012,132831382.0,147544939.0,-14713557.0,-11.08,FY2019/20
Gold Coast,2019,Q4,Admitted Subacute,6652.8,5012,33343709.0,35468830.0,-2125121.0,-6.37,FY2019/20
Gold Coast,2019,Q4,Emergency Department,15307.1,5012,76719166.0,78253561.0,-1534394.0,-2.0,FY2019/20
Gold Coast,2019,Q4,Outpatient,12904.4,5012,64676665.0,67439873.0,-2763208.0,-4.27,FY2019/20
Gold Coast,2019,Q4,Mental Health,4556.8,5012,22838792.0,23686693.0,-847900.0,-3.71,FY2019/20
Gold Coast,2019,Q4,Maternity,2937.3,5012,14721591.0,15134838.0,-413247.0,-2.81,FY2019/20
Gold Coast,2020,Q1,Admitted Acute,23445.5,5127,120204948.0,130262170.0,-10057223.0,-8.37,FY2020/21
Gold Coast,2020,Q1,Admitted Subacute,5411.1,5127,27742582.0,27575171.0,167411.0,0.6,FY2020/21
Gold Coast,2020,Q1,Emergency Department,13145.6,5127,67397494.0,67811083.0,-413589.0,-0.61,FY2020/21
Gold Coast,2020,Q1,Outpatient,11832.1,5127,60663101.0,62986230.0,-2323130.0,-3.83,FY2020/21
Gold Coast,2020,Q1,Mental Health,4211.1,5127,21590317.0,23732749.0,-2142431.0,-9.92,FY2020/21
Gold Coast,2020,Q1,Maternity,2679.0,5127,13735169.0,15081193.0,-1346024.0,-9.8,FY2020/21
Gold Coast,2020,Q2,Admitted Acute,24200.5,5127,124075891.0,127390044.0,-3314152.0,-2.67,FY2020/21
Gold Coast,2020,Q2,Admitted Subacute,6123.6,5127,31395494.0,33946130.0,-2550637.0,-8.12,FY2020/21
Gold Coast,2020,Q2,Emergency Department,12839.9,5127,65830251.0,63268452.0,2561799.0,3.89,FY2020/21
Gold Coast,2020,Q2,Outpatient,11299.6,5127,57933109.0,63991026.0,-6057917.0,-10.46,FY2020/21
Gold Coast,2020,Q2,Mental Health,4447.2,5127,22800634.0,23590177.0,-789543.0,-3.46,FY2020/21
Gold Coast,2020,Q2,Maternity,2366.2,5127,12131372.0,12879302.0,-747931.0,-6.17,FY2020/21
Gold Coast,2020,Q3,Admitted Acute,26557.6,5127,136160846.0,138158516.0,-1997670.0,-1.47,FY2020/21
Gold Coast,2020,Q3,Admitted Subacute,5933.2,5127,30419469.0,33886103.0,-3466634.0,-11.4,FY2020/21
Gold Coast,2020,Q3,Emergency Department,13232.4,5127,67842580.0,70486136.0,-2643556.0,-3.9,FY2020/21
Gold Coast,2020,Q3,Outpatient,10978.1,5127,56284846.0,61056971.0,-4772125.0,-8.48,FY2020/21
Gold Coast,2020,Q3,Mental Health,4474.7,5127,22941641.0,24269481.0,-1327839.0,-5.79,FY2020/21
Gold Coast,2020,Q3,Maternity,2646.0,5127,13565970.0,13800864.0,-234895.0,-1.73,FY2020/21
Gold Coast,2020,Q4,Admitted Acute,26933.4,5127,138087349.0,143695754.0,-5608405.0,-4.06,FY2020/21
Gold Coast,2020,Q4,Admitted Subacute,5371.6,5127,27540229.0,29421306.0,-1881076.0,-6.83,FY2020/21
Gold Coast,2020,Q4,Emergency Department,14542.6,5127,74559816.0,74846833.0,-287017.0,-0.38,FY2020/21
Gold Coast,2020,Q4,Outpatient,12014.7,5127,61599399.0,68008468.0,-6409070.0,-10.4,FY2020/21
Gold Coast,2020,Q4,Mental Health,4262.0,5127,21851448.0,24412409.0,-2560960.0,-11.72,FY2020/21
Gold Coast,2020,Q4,Maternity,2380.4,5127,12204377.0,12013289.0,191088.0,1.57,FY2020/21
Gold Coast,2021,Q1,Admitted Acute,26239.7,5234,137338684.0,151344243.0,-14005559.0,-10.2,FY2021/22
Gold Coast,2021,Q1,Admitted Subacute,6371.6,5234,33348981.0,32543861.0,805120.0,2.41,FY2021/22
Gold Coast,2021,Q1,Emergency Department,15054.7,5234,78796135.0,83098456.0,-4302321.0,-5.46,FY2021/22
Gold Coast,2021,Q1,Outpatient,11607.4,5234,60753028.0,66828986.0,-6075958.0,-10.0,FY2021/22
Gold Coast,2021,Q1,Mental Health,5071.2,5234,26542822.0,27495315.0,-952493.0,-3.59,FY2021/22
Gold Coast,2021,Q1,Maternity,2970.2,5234,15545777.0,15872539.0,-326762.0,-2.1,FY2021/22
Gold Coast,2021,Q2,Admitted Acute,29776.6,5234,155850827.0,165754586.0,-9903759.0,-6.35,FY2021/22
Gold Coast,2021,Q2,Admitted Subacute,6352.1,5234,33246807.0,32522437.0,724370.0,2.18,FY2021/22
Gold Coast,2021,Q2,Emergency Department,16128.6,5234,84417281.0,86331295.0,-1914014.0,-2.27,FY2021/22
Gold Coast,2021,Q2,Outpatient,11764.1,5234,61573377.0,58626677.0,2946700.0,4.79,FY2021/22
Gold Coast,2021,Q2,Mental Health,4882.5,5234,25555211.0,26568678.0,-1013467.0,-3.97,FY2021/22
Gold Coast,2021,Q2,Maternity,2860.6,5234,14972343.0,16489698.0,-1517355.0,-10.13,FY2021/22
Gold Coast,2021,Q3,Admitted Acute,25776.2,5234,134912824.0,144944186.0,-10031363.0,-7.44,FY2021/22
Gold Coast,2021,Q3,Admitted Subacute,5907.1,5234,30917800.0,33882511.0,-2964711.0,-9.59,FY2021/22
Gold Coast,2021,Q3,Emergency Department,15975.8,5234,83617087.0,87123565.0,-3506477.0,-4.19,FY2021/22
Gold Coast,2021,Q3,Outpatient,12854.5,5234,67280659.0,67512073.0,-231413.0,-0.34,FY2021/22
Gold Coast,2021,Q3,Mental Health,4814.0,5234,25196421.0,27455992.0,-2259572.0,-8.97,FY2021/22
Gold Coast,2021,Q3,Maternity,2745.6,5234,14370408.0,14525978.0,-155570.0,-1.08,FY2021/22
Gold Coast,2021,Q4,Admitted Acute,27610.4,5234,144512880.0,157634992.0,-13122112.0,-9.08,FY2021/22
Gold Coast,2021,Q4,Admitted Subacute,6054.1,5234,31687417.0,31039075.0,648341.0,2.05,FY2021/22
Gold Coast,2021,Q4,Emergency Department,15715.4,5234,82254463.0,89691607.0,-7437144.0,-9.04,FY2021/22
Gold Coast,2021,Q4,Outpatient,11641.6,5234,60931881.0,60370004.0,561877.0,0.92,FY2021/22
Gold Coast,2021,Q4,Mental Health,4559.3,5234,23863141.0,24081490.0,-218349.0,-0.92,FY2021/22
Gold Coast,2021,Q4,Maternity,2741.6,5234,14349777.0,15459022.0,-1109245.0,-7.73,FY2021/22
Gold Coast,2022,Q1,Admitted Acute,30827.9,5389,166131697.0,175361618.0,-9229921.0,-5.56,FY2022/23
Gold Coast,2022,Q1,Admitted Subacute,6612.5,5389,35634943.0,38950635.0,-3315692.0,-9.3,FY2022/23
Gold Coast,2022,Q1,Emergency Department,16478.9,5389,88805037.0,99146192.0,-10341155.0,-11.64,FY2022/23
Gold Coast,2022,Q1,Outpatient,13835.7,5389,74560657.0,72433069.0,2127588.0,2.85,FY2022/23
Gold Coast,2022,Q1,Mental Health,5416.0,5389,29186729.0,29340476.0,-153746.0,-0.53,FY2022/23
Gold Coast,2022,Q1,Maternity,3099.7,5389,16704473.0,16067013.0,637459.0,3.82,FY2022/23
Gold Coast,2022,Q2,Admitted Acute,28534.2,5389,153770960.0,168452294.0,-14681334.0,-9.55,FY2022/23
Gold Coast,2022,Q2,Admitted Subacute,6476.9,5389,34903862.0,38125383.0,-3221521.0,-9.23,FY2022/23
Gold Coast,2022,Q2,Emergency Department,15970.3,5389,86064197.0,91166937.0,-5102740.0,-5.93,FY2022/23
Gold Coast,2022,Q2,Outpatient,13965.8,5389,75261497.0,78057561.0,-2796063.0,-3.72,FY2022/23
Gold Coast,2022,Q2,Mental Health,5103.4,5389,27502308.0,27121388.0,380920.0,1.39,FY2022/23
Gold Coast,2022,Q2,Maternity,2785.2,5389,15009357.0,15034435.0,-25079.0,-0.17,FY2022/23
Gold Coast,2022,Q3,Admitted Acute,30837.6,5389,166183999.0,184383111.0,-18199112.0,-10.95,FY2022/23
Gold Coast,2022,Q3,Admitted Subacute,7174.7,5389,38664659.0,41766763.0,-3102105.0,-8.02,FY2022/23
Gold Coast,2022,Q3,Emergency Department,17319.0,5389,93332303.0,99216665.0,-5884362.0,-6.3,FY2022/23
Gold Coast,2022,Q3,Outpatient,13025.5,5389,70194385.0,77510266.0,-7315880.0,-10.42,FY2022/23
Gold Coast,2022,Q3,Mental Health,5411.4,5389,29161998.0,30482305.0,-1320307.0,-4.53,FY2022/23
Gold Coast,2022,Q3,Maternity,2822.7,5389,15211274.0,15606759.0,-395485.0,-2.6,FY2022/23
Gold Coast,2022,Q4,Admitted Acute,29909.1,5389,161180061.0,176810629.0,-15630568.0,-9.7,FY2022/23
Gold Coast,2022,Q4,Admitted Subacute,6823.0,5389,36769406.0,37308743.0,-539337.0,-1.47,FY2022/23
Gold Coast,2022,Q4,Emergency Department,17817.9,5389,96020926.0,93027233.0,2993692.0,3.12,FY2022/23
Gold Coast,2022,Q4,Outpatient,13377.1,5389,72089445.0,68999994.0,3089451.0,4.29,FY2022/23
Gold Coast,2022,Q4,Mental Health,5469.7,5389,29476166.0,32602792.0,-3126626.0,-10.61,FY2022/23
Gold Coast,2022,Q4,Maternity,2904.1,5389,15650012.0,17151131.0,-1501119.0,-9.59,FY2022/23
Gold Coast,2023,Q1,Admitted Acute,29776.1,5512,164125596.0,181331034.0,-17205438.0,-10.48,FY2023/24
Gold Coast,2023,Q1,Admitted Subacute,7211.6,5512,39750300.0,43201984.0,-3451684.0,-8.68,FY2023/24
Gold Coast,2023,Q1,Emergency Department,15633.6,5512,86172431.0,95968320.0,-9795889.0,-11.37,FY2023/24
Gold Coast,2023,Q1,Outpatient,14362.7,5512,79167013.0,79310122.0,-143109.0,-0.18,FY2023/24
Gold Coast,2023,Q1,Mental Health,5674.1,5512,31275474.0,31208500.0,66973.0,0.21,FY2023/24
Gold Coast,2023,Q1,Maternity,3263.7,5512,17989476.0,17434297.0,555179.0,3.09,FY2023/24
Gold Coast,2023,Q2,Admitted Acute,31803.8,5512,175302350.0,182650804.0,-7348454.0,-4.19,FY2023/24
Gold Coast,2023,Q2,Admitted Subacute,6482.6,5512,35732297.0,35415064.0,317233.0,0.89,FY2023/24
Gold Coast,2023,Q2,Emergency Department,15618.4,5512,86088730.0,88644753.0,-2556022.0,-2.97,FY2023/24
Gold Coast,2023,Q2,Outpatient,13419.3,5512,73967104.0,77792739.0,-3825636.0,-5.17,FY2023/24
Gold Coast,2023,Q2,Mental Health,5215.1,5512,28745840.0,28774191.0,-28351.0,-0.1,FY2023/24
Gold Coast,2023,Q2,Maternity,3199.8,5512,17637549.0,16900022.0,737527.0,4.18,FY2023/24
Gold Coast,2023,Q3,Admitted Acute,32785.5,5512,180713492.0,197860466.0,-17146974.0,-9.49,FY2023/24
Gold Coast,2023,Q3,Admitted Subacute,7116.1,5512,39223733.0,41218168.0,-1994435.0,-5.08,FY2023/24
Gold Coast,2023,Q3,Emergency Department,18003.3,5512,99234171.0,97398948.0,1835224.0,1.85,FY2023/24
Gold Coast,2023,Q3,Outpatient,12926.3,5512,71249887.0,70588455.0,661432.0,0.93,FY2023/24
Gold Coast,2023,Q3,Mental Health,5644.0,5512,31109972.0,29737834.0,1372138.0,4.41,FY2023/24
Gold Coast,2023,Q3,Maternity,3120.8,5512,17201889.0,19252774.0,-2050885.0,-11.92,FY2023/24
Gold Coast,2023,Q4,Admitted Acute,32552.9,5512,179431421.0,186365686.0,-6934265.0,-3.86,FY2023/24
Gold Coast,2023,Q4,Admitted Subacute,6446.2,5512,35531262.0,38776456.0,-3245194.0,-9.13,FY2023/24
Gold Coast,2023,Q4,Emergency Department,17208.3,5512,94851992.0,91962668.0,2889324.0,3.05,FY2023/24
Gold Coast,2023,Q4,Outpatient,12959.3,5512,71431871.0,78906256.0,-7474385.0,-10.46,FY2023/24
Gold Coast,2023,Q4,Mental Health,5535.9,5512,30513982.0,33290106.0,-2776124.0,-9.1,FY2023/24
Gold Coast,2023,Q4,Maternity,3266.8,5512,18006386.0,18856310.0,-849925.0,-4.72,FY2023/24
Gold Coast,2024,Q1,Admitted Acute,31587.9,5678,179356264.0,183512426.0,-4156162.0,-2.32,FY2024/25
Gold Coast,2024,Q1,Admitted Subacute,6879.9,5678,39064171.0,39997075.0,-932904.0,-2.39,FY2024/25
Gold Coast,2024,Q1,Emergency Department,18084.2,5678,102682056.0,108055098.0,-5373042.0,-5.23,FY2024/25
Gold Coast,2024,Q1,Outpatient,15065.2,5678,85540449.0,87711004.0,-2170555.0,-2.54,FY2024/25
Gold Coast,2024,Q1,Mental Health,5607.0,5678,31836279.0,33661207.0,-1824928.0,-5.73,FY2024/25
Gold Coast,2024,Q1,Maternity,3196.2,5678,18148111.0,19408456.0,-1260345.0,-6.94,FY2024/25
Gold Coast,2024,Q2,Admitted Acute,30176.7,5678,171343102.0,177700247.0,-6357145.0,-3.71,FY2024/25
Gold Coast,2024,Q2,Admitted Subacute,6638.7,5678,37694487.0,38273735.0,-579248.0,-1.54,FY2024/25
Gold Coast,2024,Q2,Emergency Department,17290.8,5678,98177237.0,104154083.0,-5976846.0,-6.09,FY2024/25
Gold Coast,2024,Q2,Outpatient,15196.8,5678,86287456.0,90783954.0,-4496498.0,-5.21,FY2024/25
Gold Coast,2024,Q2,Mental Health,5727.3,5678,32519892.0,33692730.0,-1172837.0,-3.61,FY2024/25
Gold Coast,2024,Q2,Maternity,3217.6,5678,18269467.0,17576296.0,693171.0,3.79,FY2024/25
Gold Coast,2024,Q3,Admitted Acute,30262.1,5678,171828394.0,173807003.0,-1978608.0,-1.15,FY2024/25
Gold Coast,2024,Q3,Admitted Subacute,7056.3,5678,40065714.0,38373350.0,1692364.0,4.22,FY2024/25
Gold Coast,2024,Q3,Emergency Department,16327.1,5678,92705540.0,92432840.0,272700.0,0.29,FY2024/25
Gold Coast,2024,Q3,Outpatient,15244.4,5678,86557908.0,87105733.0,-547824.0,-0.63,FY2024/25
Gold Coast,2024,Q3,Mental Health,5496.7,5678,31210037.0,30689972.0,520065.0,1.67,FY2024/25
Gold Coast,2024,Q3,Maternity,3205.8,5678,18202721.0,18161148.0,41572.0,0.23,FY2024/25
Gold Coast,2024,Q4,Admitted Acute,30023.2,5678,170471971.0,176918769.0,-6446798.0,-3.78,FY2024/25
Gold Coast,2024,Q4,Admitted Subacute,6526.7,5678,37058850.0,35254191.0,1804659.0,4.87,FY2024/25
Gold Coast,2024,Q4,Emergency Department,16546.3,5678,93949657.0,89838667.0,4110990.0,4.38,FY2024/25
Gold Coast,2024,Q4,Outpatient,13286.0,5678,75437922.0,76011726.0,-573804.0,-0.76,FY2024/25
Gold Coast,2024,Q4,Mental Health,5779.4,5678,32815323.0,34365790.0,-1550467.0,-4.72,FY2024/25
Gold Coast,2024,Q4,Maternity,3156.4,5678,17921951.0,17920036.0,1916.0,0.01,FY2024/25
Sunshine Coast,2019,Q1,Admitted Acute,22450.7,5012,112522871.0,114491184.0,-1968313.0,-1.75,FY2019/20
Sunshine Coast,2019,Q1,Admitted Subacute,4412.8,5012,22117165.0,23331426.0,-1214261.0,-5.49,FY2019/20
Sunshine Coast,2019,Q1,Emergency Department,10836.4,5012,54311903.0,54783761.0,-471858.0,-0.87,FY2019/20
Sunshine Coast,2019,Q1,Outpatient,9461.2,5012,47419569.0,52095984.0,-4676415.0,-9.86,FY2019/20
Sunshine Coast,2019,Q1,Mental Health,3671.2,5012,18400081.0,19676752.0,-1276671.0,-6.94,FY2019/20
Sunshine Coast,2019,Q1,Maternity,2265.6,5012,11355119.0,11041186.0,313933.0,2.76,FY2019/20
Sunshine Coast,2019,Q2,Admitted Acute,20243.1,5012,101458407.0,103191107.0,-1732700.0,-1.71,FY2019/20
Sunshine Coast,2019,Q2,Admitted Subacute,4665.9,5012,23385501.0,23850255.0,-464754.0,-1.99,FY2019/20
Sunshine Coast,2019,Q2,Emergency Department,12303.3,5012,61663965.0,66065881.0,-4401916.0,-7.14,FY2019/20
Sunshine Coast,2019,Q2,Outpatient,9613.2,5012,48181121.0,48306072.0,-124951.0,-0.26,FY2019/20
Sunshine Coast,2019,Q2,Mental Health,3865.4,5012,19373328.0,21550121.0,-2176793.0,-11.24,FY2019/20
Sunshine Coast,2019,Q2,Maternity,2207.9,5012,11066108.0,10515747.0,550361.0,4.97,FY2019/20
Sunshine Coast,2019,Q3,Admitted Acute,21458.3,5012,107549043.0,103106516.0,4442527.0,4.13,FY2019/20
Sunshine Coast,2019,Q3,Admitted Subacute,4541.8,5012,22763256.0,21855439.0,907817.0,3.99,FY2019/20
Sunshine Coast,2019,Q3,Emergency Department,11741.8,5012,58849972.0,62776459.0,-3926487.0,-6.67,FY2019/20
Sunshine Coast,2019,Q3,Outpatient,8867.1,5012,44441932.0,45119787.0,-677855.0,-1.53,FY2019/20
Sunshine Coast,2019,Q3,Mental Health,3649.3,5012,18290127.0,18523125.0,-232998.0,-1.27,FY2019/20
Sunshine Coast,2019,Q3,Maternity,1972.7,5012,9886994.0,10096807.0,-209813.0,-2.12,FY2019/20
Sunshine Coast,2019,Q4,Admitted Acute,21844.0,5012,109481919.0,105329412.0,4152507.0,3.79,FY2019/20
Sunshine Coast,2019,Q4,Admitted Subacute,4407.6,5012,22090972.0,22318754.0,-227783.0,-1.03,FY2019/20
Sunshine Coast,2019,Q4,Emergency Department,12366.3,5012,61979941.0,65925420.0,-3945479.0,-6.37,FY2019/20
Sunshine Coast,2019,Q4,Outpatient,9720.1,5012,48717387.0,49278923.0,-561536.0,-1.15,FY2019/20
Sunshine Coast,2019,Q4,Mental Health,3730.1,5012,18695124.0,17792566.0,902558.0,4.83,FY2019/20
Sunshine Coast,2019,Q4,Maternity,2145.7,5012,10754390.0,11886384.0,-1131994.0,-10.53,FY2019/20
Sunshine Coast,2020,Q1,Admitted Acute,19283.2,5127,98864857.0,108605889.0,-9741032.0,-9.85,FY2020/21
Sunshine Coast,2020,Q1,Admitted Subacute,4414.7,5127,22634064.0,21966244.0,667820.0,2.95,FY2020/21
Sunshine Coast,2020,Q1,Emergency Department,11088.9,5127,56853035.0,54652564.0,2200471.0,3.87,FY2020/21
Sunshine Coast,2020,Q1,Outpatient,8570.2,5127,43939547.0,42804295.0,1135252.0,2.58,FY2020/21
Sunshine Coast,2020,Q1,Mental Health,3055.9,5127,15667450.0,16008152.0,-340702.0,-2.17,FY2020/21
Sunshine Coast,2020,Q1,Maternity,1832.1,5127,9393087.0,9699491.0,-306403.0,-3.26,FY2020/21
Sunshine Coast,2020,Q2,Admitted Acute,19176.0,5127,98315205.0,94130481.0,4184724.0,4.26,FY2020/21
Sunshine Coast,2020,Q2,Admitted Subacute,4004.9,5127,20532976.0,21456327.0,-923352.0,-4.5,FY2020/21
Sunshine Coast,2020,Q2,Emergency Department,10156.7,5127,52073279.0,55924593.0,-3851313.0,-7.4,FY2020/21
Sunshine Coast,2020,Q2,Outpatient,8731.6,5127,44766908.0,48963928.0,-4197020.0,-9.38,FY2020/21
Sunshine Coast,2020,Q2,Mental Health,3416.9,5127,17518670.0,17923146.0,-404476.0,-2.31,FY2020/21
Sunshine Coast,2020,Q2,Maternity,1946.6,5127,9980328.0,9948538.0,31789.0,0.32,FY2020/21
Sunshine Coast,2020,Q3,Admitted Acute,18355.0,5127,94106036.0,102022939.0,-7916903.0,-8.41,FY2020/21
Sunshine Coast,2020,Q3,Admitted Subacute,4225.4,5127,21663692.0,23520804.0,-1857113.0,-8.57,FY2020/21
Sunshine Coast,2020,Q3,Emergency Department,10955.5,5127,56169077.0,61549266.0,-5380189.0,-9.58,FY2020/21
Sunshine Coast,2020,Q3,Outpatient,9092.1,5127,46615285.0,47699905.0,-1084621.0,-2.33,FY2020/21
Sunshine Coast,2020,Q3,Mental Health,3218.8,5127,16502692.0,17310891.0,-808199.0,-4.9,FY2020/21
Sunshine Coast,2020,Q3,Maternity,1855.2,5127,9511385.0,10007714.0,-496329.0,-5.22,FY2020/21
Sunshine Coast,2020,Q4,Admitted Acute,19565.1,5127,100310130.0,107033803.0,-6723673.0,-6.7,FY2020/21
Sunshine Coast,2020,Q4,Admitted Subacute,4176.4,5127,21412434.0,20949203.0,463232.0,2.16,FY2020/21
Sunshine Coast,2020,Q4,Emergency Department,10302.3,5127,52819890.0,51459303.0,1360587.0,2.58,FY2020/21
Sunshine Coast,2020,Q4,Outpatient,9055.9,5127,46429721.0,46838264.0,-408543.0,-0.88,FY2020/21
Sunshine Coast,2020,Q4,Mental Health,3131.6,5127,16055630.0,15322307.0,733323.0,4.57,FY2020/21
Sunshine Coast,2020,Q4,Maternity,1938.4,5127,9938150.0,10517279.0,-579130.0,-5.83,FY2020/21
Sunshine Coast,2021,Q1,Admitted Acute,20198.4,5234,105718386.0,101721282.0,3997104.0,3.78,FY2021/22
Sunshine Coast,2021,Q1,Admitted Subacute,4596.1,5234,24056210.0,24126141.0,-69931.0,-0.29,FY2021/22
Sunshine Coast,2021,Q1,Emergency Department,11722.9,5234,61357731.0,64608615.0,-3250884.0,-5.3,FY2021/22
Sunshine Coast,2021,Q1,Outpatient,9125.1,5234,47760654.0,47141759.0,618895.0,1.3,FY2021/22
Sunshine Coast,2021,Q1,Mental Health,3910.5,5234,20467346.0,21023654.0,-556308.0,-2.72,FY2021/22
Sunshine Coast,2021,Q1,Maternity,2135.1,5234,11175311.0,10883568.0,291743.0,2.61,FY2021/22
Sunshine Coast,2021,Q2,Admitted Acute,20679.2,5234,108234989.0,103329914.0,4905075.0,4.53,FY2021/22
Sunshine Coast,2021,Q2,Admitted Subacute,4667.6,5234,24430456.0,27212669.0,-2782213.0,-11.39,FY2021/22
Sunshine Coast,2021,Q2,Emergency Department,11188.6,5234,58561372.0,56021526.0,2539846.0,4.34,FY2021/22
Sunshine Coast,2021,Q2,Outpatient,8627.2,5234,45154632.0,45875199.0,-720566.0,-1.6,FY2021/22
Sunshine Coast,2021,Q2,Mental Health,3429.9,5234,17952193.0,17125851.0,826342.0,4.6,FY2021/22
Sunshine Coast,2021,Q2,Maternity,2157.7,5234,11293238.0,11608871.0,-315634.0,-2.79,FY2021/22
Sunshine Coast,2021,Q3,Admitted Acute,20028.1,5234,104826909.0,115625563.0,-10798654.0,-10.3,FY2021/22
Sunshine Coast,2021,Q3,Admitted Subacute,4377.1,5234,22909996.0,25487513.0,-2577517.0,-11.25,FY2021/22
Sunshine Coast,2021,Q3,Emergency Department,11060.5,5234,57890813.0,63739442.0,-5848629.0,-10.1,FY2021/22
Sunshine Coast,2021,Q3,Outpatient,9480.8,5234,49622383.0,54115206.0,-4492823.0,-9.05,FY2021/22
Sunshine Coast,2021,Q3,Mental Health,3908.1,5234,20455126.0,20435262.0,19863.0,0.1,FY2021/22
Sunshine Coast,2021,Q3,Maternity,2225.6,5234,11648933.0,11837785.0,-188852.0,-1.62,FY2021/22
Sunshine Coast,2021,Q4,Admitted Acute,20347.3,5234,106497877.0,107335569.0,-837692.0,-0.79,FY2021/22
Sunshine Coast,2021,Q4,Admitted Subacute,4694.5,5234,24570867.0,23986195.0,584672.0,2.38,FY2021/22
Sunshine Coast,2021,Q4,Emergency Department,11497.8,5234,60179582.0,62712529.0,-2532948.0,-4.21,FY2021/22
Sunshine Coast,2021,Q4,Outpatient,9718.0,5234,50863999.0,55529271.0,-4665271.0,-9.17,FY2021/22
Sunshine Coast,2021,Q4,Mental Health,3592.7,5234,18803981.0,18830244.0,-26263.0,-0.14,FY2021/22
Sunshine Coast,2021,Q4,Maternity,1992.9,5234,10430774.0,10254349.0,176426.0,1.69,FY2021/22
Sunshine Coast,2022,Q1,Admitted Acute,20977.2,5389,113046255.0,113975061.0,-928806.0,-0.82,FY2022/23
Sunshine Coast,2022,Q1,Admitted Subacute,4892.7,5389,26366519.0,29379974.0,-3013455.0,-11.43,FY2022/23
Sunshine Coast,2022,Q1,Emergency Department,12530.9,5389,67528990.0,68139256.0,-610266.0,-0.9,FY2022/23
Sunshine Coast,2022,Q1,Outpatient,10289.5,5389,55450342.0,53989971.0,1460371.0,2.63,FY2022/23
Sunshine Coast,2022,Q1,Mental Health,3915.3,5389,21099309.0,22290573.0,-1191264.0,-5.65,FY2022/23
Sunshine Coast,2022,Q1,Maternity,2253.5,5389,12144057.0,12366322.0,-222265.0,-1.83,FY2022/23
