HHS,Funding_Stream,Year,Allocation,Commonwealth,State,Drawn,Undrawn,Utilisation_Pct
Wide Bay,Indigenous Health,2020,32858374.0,16593479.0,16264895.0,32066632.0,791742.0,97.59
Wide Bay,Indigenous Health,2021,34094339.0,17388113.0,16706226.0,33221386.0,872953.0,97.44
Wide Bay,Indigenous Health,2022,34946179.0,17997282.0,16948897.0,34701515.0,244664.0,99.3
Wide Bay,Indigenous Health,2023,35126129.0,18265587.0,16860542.0,34165969.0,960160.0,97.27
Wide Bay,Indigenous Health,2024,37044419.0,19448320.0,17596099.0,35835917.0,1208502.0,96.74
Wide Bay,Mental Health,2019,50325560.0,25162780.0,25162780.0,49601811.0,723749.0,98.56
Wide Bay,Mental Health,2020,51059154.0,25784873.0,25274281.0,47856996.0,3202159.0,93.73
Wide Bay,Mental Health,2021,52723736.0,26889105.0,25834631.0,50654394.0,2069342.0,96.08
Wide Bay,Mental Health,2022,52479082.0,27026727.0,25452355.0,51299430.0,1179652.0,97.75
Wide Bay,Mental Health,2023,54648140.0,28417033.0,26231107.0,52149255.0,2498884.0,95.43
Wide Bay,Mental Health,2024,55220041.0,28990521.0,26229519.0,52609930.0,2610111.0,95.27
Wide Bay,National Health Reform Agreement,2019,221712015.0,110856007.0,110856007.0,216228432.0,5483583.0,97.53
Wide Bay,National Health Reform Agreement,2020,234618357.0,118482270.0,116136087.0,224143237.0,10475120.0,95.54
Wide Bay,National Health Reform Agreement,2021,244955121.0,124927112.0,120028010.0,236875611.0,8079510.0,96.7
Wide Bay,National Health Reform Agreement,2022,249344611.0,128412475.0,120932136.0,236919885.0,12424726.0,95.02
Wide Bay,National Health Reform Agreement,2023,241450270.0,125554141.0,115896130.0,235885615.0,5564656.0,97.7
Wide Bay,National Health Reform Agreement,2024,261572056.0,137325329.0,124246727.0,255568285.0,6003771.0,97.7
Wide Bay,Preventive Health,2019,19491288.0,9745644.0,9745644.0,18580298.0,910990.0,95.33
Wide Bay,Preventive Health,2020,21366884.0,10790276.0,10576608.0,20667399.0,699485.0,96.73
Wide Bay,Preventive Health,2021,21954923.0,11197011.0,10757912.0,20732827.0,1222097.0,94.43
Wide Bay,Preventive Health,2022,22290733.0,11479727.0,10811005.0,20983517.0,1307216.0,94.14
Wide Bay,Preventive Health,2023,23487935.0,12213726.0,11274209.0,23248329.0,239607.0,98.98
Wide Bay,Preventive Health,2024,24102419.0,12653770.0,11448649.0,23700544.0,401875.0,98.33
Wide Bay,Public Health,2019,28784040.0,14392020.0,14392020.0,28433993.0,350047.0,98.78
Wide Bay,Public Health,2020,29568143.0,14931912.0,14636231.0,27931961.0,1636182.0,94.47
Wide Bay,Public Health,2021,28981520.0,14780575.0,14200945.0,28418475.0,563045.0,98.06
Wide Bay,Public Health,2022,31517468.0,16231496.0,15285972.0,31486524.0,30944.0,99.9
Wide Bay,Public Health,2023,31618721.0,16441735.0,15176986.0,30325398.0,1293324.0,95.91
Wide Bay,Public Health,2024,31710816.0,16648179.0,15062638.0,29954424.0,1756392.0,94.46
Wide Bay,Teaching & Research,2019,27814826.0,13907413.0,13907413.0,27571426.0,243400.0,99.12
Wide Bay,Teaching & Research,2020,29399485.0,14846740.0,14552745.0,29145544.0,253942.0,99.14
Wide Bay,Teaching & Research,2021,30017935.0,15309147.0,14708788.0,29705441.0,312494.0,98.96
Wide Bay,Teaching & Research,2022,30345053.0,15627702.0,14717351.0,29859652.0,485401.0,98.4
Wide Bay,Teaching & Research,2023,33089279.0,17206425.0,15882854.0,31189107.0,1900173.0,94.26
Wide Bay,Teaching & Research,2024,33765822.0,17727057.0,16038766.0,33099300.0,666523.0,98.03
